,,0.072,2,6,,,,,,,
3705943,RR,20.5,8.4,No,9225,,,,,,
12161036,LF,46.0,5.0,No,2992,,,,,,
12161036,LR,46.0,5.1,No,2992,,,,,,
12161036,RF,46.0,5.2,No,2992,,,,,,
12161036,RR,46.0,5.0,No,2992,,,,,,
18593187,LF,3.3,10.6,No,3331,,,,,,
18593187,LR,3.3,10.5,No,3331,,,,,,
18593187,RF,3.3,10.5,No,3331,,,,,,
18593187,RR,3.3,10.5,No,3331,,,,,,
16925486,LF,26.8,7.6,No,58871,,,,,,
16925486,LR,15.1,9.1,No,58871,,,,,,
16925486,RF,26.8,7.6,No,58871,,,,,,
16925486,RR,26.8,7.6,No,58871,,,,,,
5610205,LF,15.7,9.0,No,23871,,,,,,
5610205,LR,15.7,9.0,No,23871,,,,,,
5610205,RF,15.7,9.0,No,23871,,,,,,
5610205,RR,15.7,9.0,No,23871,,,,,,
9601172,LF,15.3,9.1,No,34998,,,,,,
9601172,LR,15.3,9.0,No,34998,,,,,,
9601172,RF,15.3,9.1,No,34998,,,,,,
9601172,RR,15.3,9.0,No,34998,,,,,,
19427644,LF,76.9,1.2,No,20424,,,,,,
19427644,LR,76.9,1.1,Yes,20424,,,,,,
19427644,RF,76.9,1.1,No,20424,,,,,,
19427644,RR,76.9,1.2,No,20424,,,,,,
11806455,LF,15.5,9.0,No,1435,,,,,,
11806455,LR,15.5,9.0,No,1435,,,,,,
11806455,RF,15.5,9.0,No,1435,,,,,,
11806455,RR,15.5,9.0,No,1435,,,,,,
5554460,LF,12.5,9.5,No,28296,,,,,,
5554460,LR,12.5,9.3,No,28296,,,,,,
5554460,RF,12.5,9.4,No,28296,,,,,,
5554460,RR,12.5,9.4,No,28296,,,,,,
14696191,LF,13.4,9.4,No,13151,,,,,,
14696191,LR,13.4,9.3,No,13151,,,,,,
14696191,RF,13.4,9.2,No,13151,,,,,,
14696191,RR,13.4,9.3,No,13151,,,,,,
12404092,LF,11.0,9.6,No,10406,,,,,,
12404092,LR,11.0,9.6,Yes,10406,,,,,,
12404092,RF,11.0,9.6,No,10406,,,,,,
12404092,RR,11.0,9.6,No,10406,,,,,,
20335319,LF,6.9,10.1,No,12988,,,,,,
20335319,LR,6.9,10.1,No,12988,,,,,,
20335319,RF,6.9,10.2,No,12988,,,,,,
20335319,RR,6.9,10.0,No,12988,,,,,,
20017080,LF,28.1,7.4,No,30925,,,,,,
20017080,LR,28.1,7.4,No,30925,,,,,,
20017080,RF,28.1,7.3,No,30925,,,,,,
20017080,RR,28.1,7.5,No,30925,,,,,,
11153632,LF,9.0,9.9,No,5371,,,,,,
11153632,LR,9.0,9.8,No,5371,,,,,,
11153632,RF,9.0,9.8,No,5371,,,,,,
11153632,RR,9.0,9.9,No,5371,,,,,,
6990355,LF,31.0,7.0,No,16167,,,,,,
6990355,LR,31.0,7.0,No,16167,,,,,,
6990355,RF,31.0,7.0,No,16167,,,,,,
6990355,RR,31.0,7.0,No,16167,,,,,,
15235920,LF,21.8,8.2,No,1423,,,,,,
15235920,LR,21.8,8.2,No,1423,,,,,,
15235920,RF,21.8,8.2,No,1423,,,,,,
15235920,RR,21.8,8.3,No,1423,,,,,,
13676534,LF,9.4,9.8,No,3304,,,,,,
13676534,LR,9.4,9.7,No,3304,,,,,,
13676534,RF,9.4,9.9,No,3304,,,,,,
13676534,RR,9.4,9.8,No,3304,,,,,,
771737,LF,32.1,6.9,No,24950,,,,,,
771737,LR,4.1,10.4,No,24950,,,,,,
771737,RF,32.1,6.8,No,24950,,,,,,
771737,RR,32.1,6.9,No,24950,,,,,,
18568278,LF,12.6,9.4,No,20956,,,,,,
18568278,LR,12.6,9.4,No,20956,,,,,,
18568278,RF,12.6,9.4,Yes,20956,,,,,,
18568278,RR,12.6,9.4,No,20956,,,,,,
21597669,LF,12.4,9.3,No,7550,,,,,,
21597669,LR,12.4,9.5,Yes,7550,,,,,,
21597669,RF,12.4,9.4,No,7550,,,,,,
21597669,RR,12.4,9.5,No,7550,,,,,,
20710099,LF,23.7,8.0,No,14341,,,,,,
20710099,LR,23.7,8.0,No,14341,,,,,,
20710099,RF,23.7,7.9,Yes,14341,,,,,,
20710099,RR,23.7,7.9,No,14341,,,,,,
21478960,LF,10.6,9.6,No,11154,,,,,,
21478960,LR,10.6,9.6,No,11154,,,,,,
21478960,RF,10.6,9.6,No,11154,,,,,,
21478960,RR,10.6,9.6,No,11154,,,,,,
14866129,LF,13.6,9.3,No,20405,,,,,,
14866129,LR,13.6,9.2,No,20405,,,,,,
14866129,RF,13.6,9.2,No,20405,,,,,,
14866129,RR,13.6,9.3,No,20405,,,,,,
5505015,LF,5.7,10.2,No,9294,,,,,,
5505015,LR,5.7,10.3,No,9294,,,,,,
5505015,RF,5.7,10.2,No,9294,,,,,,
5505015,RR,5.7,10.3,No,9294,,,,,,
6685140,LF,20.9,8.4,No,25519,,,,,,
6685140,LR,20.9,8.3,No,25519,,,,,,
6685140,RF,20.9,8.4,No,25519,,,,,,
6685140,RR,20.9,8.3,No,25519,,,,,,
17595681,LF,28.9,7.4,No,8982,,,,,,
17595681,LR,28.9,7.3,No,8982,,,,,,
17595681,RF,28.9,7.3,No,8982,,,,,,
17595681,RR,28.9,7.3,No,8982,,,,,,
12833373,LF,34.2,6.6,No,34586,,,,,,
12833373,LR,34.2,6.6,No,34586,,,,,,
12833373,RF,34.2,6.6,No,34586,,,,,,
12833373,RR,34.2,6.6,No,34586,,,,,,
16399730,LF,2.9,10.6,No,2118,,,,,,
16399730,LR,25.5,7.7,No,2118,,,,,,
16399730,RF,2.9,10.6,No,2118,,,,,,
16399730,RR,2.9,10.6,No,2118,,,,,,
20391906,LF,30.0,7.1,No,7073,,,,,,
20391906,LR,30.0,7.2,No,7073,,,,,,
20391906,RF,30.0,7.1,No,7073,,,,,,
20391906,RR,30.0,7.2,No,7073,,,,,,
7405736,LF,21.5,8.3,No,35126,,,,,,
7405736,LR,21.5,8.3,No,35126,,,,,,
7405736,RF,21.5,8.2,No,35126,,,,,,
7405736,RR,21.5,8.2,No,35126,,,,,,
12719924,LF,28.7,7.3,No,24650,,,,,,
12719924,LR,28.7,7.4,No,24650,,,,,,
12719924,RF,28.7,7.3,No,24650,,,,,,
12719924,RR,28.7,7.4,No,24650,,,,,,
21532331,LF,12.9,9.3,Yes,7003,,,,,,
21532331,LR,12.9,9.4,No,7003,,,,,,
21532331,RF,12.9,9.3,No,7003,,,,,,
21532331,RR,12.9,9.3,No,7003,,,,,,
14937387,LF,8.1,9.9,No,11299,,,,,,
14937387,LR,8.1,10.0,No,11299,,,,,,
14937387,RF,8.1,10.0,No,11299,,,,,,
14937387,RR,8.1,9.9,No,11299,,,,,,
20463451,LF,2.2,10.8,No,245,,,,,,
20463451,LR,2.2,10.7,No,245,,,,,,
20463451,RF,2.2,10.6,No,245,,,,,,
20463451,RR,2.2,10.7,No,245,,,,,,
17154844,LF,34.4,6.6,No,51754,,,,,,
17154844,LR,34.4,6.6,No,51754,,,,,,
17154844,RF,34.4,6.6,No,51754,,,,,,
17154844,RR,34.4,6.6,No,51754,,,,,,
12181377,LF,25.5,7.8,No,169,,,,,,
12181377,LR,25.5,7.7,No,169,,,,,,
12181377,RF,25.5,7.8,No,169,,,,,,
12181377,RR,25.5,7.7,Yes,169,,,,,,
11558752,LF,73.5,1.6,No,52182,,,,,,
11558752,LR,73.5,1.6,No,52182,,,,,,
11558752,RF,73.5,1.6,No,52182,,,,,,
11558752,RR,73.5,1.6,No,52182,,,,,,
13694830,LF,4.4,10.4,No,4623,,,,,,
13694830,LR,4.4,10.4,No,4623,,,,,,
13694830,RF,4.4,10.5,No,4623,,,,,,
13694830,RR,4.4,10.5,No,4623,,,,,,
10413918,LF,9.1,9.8,No,4844,,,,,,
10413918,LR,9.1,9.9,No,4844,,,,,,
10413918,RF,9.1,9.9,No,4844,,,,,,
10413918,RR,9.1,9.9,No,4844,,,,,,
14875538,LF,18.4,8.6,No,28810,,,,,,
14875538,LR,18.4,8.6,No,28810,,,,,,
14875538,RF,18.4,8.6,No,28810,,,,,,
14875538,RR,18.4,8.7,No,28810,,,,,,
8280825,LF,22.2,8.1,No,30883,,,,,,
8280825,LR,22.2,8.1,No,30883,,,,,,
8280825,RF,22.2,8.2,No,30883,,,,,,
8280825,RR,22.2,8.2,No,30883,,,,,,
5100395,LF,38.1,6.2,No,19815,,,,,,
5100395,LR,26.8,7.5,Yes,19815,,,,,,
5100395,RF,38.1,6.0,Yes,19815,,,,,,
5100395,RR,38.1,6.1,No,19815,,,,,,
21950952,LF,16.8,8.8,No,33160,,,,,,
21950952,LR,16.8,8.8,No,33160,,,,,,
21950952,RF,16.8,8.8,No,33160,,,,,,
21950952,RR,16.8,8.9,No,33160,,,,,,
1108762,LF,20.3,8.4,No,19220,,,,,,
1108762,LR,20.3,8.5,No,19220,,,,,,
1108762,RF,20.3,8.3,No,19220,,,,,,
1108762,RR,20.3,8.4,No,19220,,,,,,
1351072,LF,27.7,7.4,No,56696,,,,,,
1351072,LR,27.7,7.4,No,56696,,,,,,
1351072,RF,27.7,7.4,Yes,56696,,,,,,
1351072,RR,27.7,7.4,No,56696,,,,,,
2346143,LF,6.7,10.2,No,11466,,,,,,
2346143,LR,6.7,10.1,No,11466,,,,,,
2346143,RF,6.7,10.2,No,11466,,,,,,
2346143,RR,6.7,10.2,No,11466,,,,,,
9859067,LF,17.7,8.8,No,35710,,,,,,
9859067,LR,17.7,8.8,No,35710,,,,,,
9859067,RF,17.7,8.7,No,35710,,,,,,
9859067,RR,17.7,8.7,No,35710,,,,,,
20935985,LF,25.7,7.8,No,30098,,,,,,
20935985,LR,25.7,7.7,No,30098,,,,,,
20935985,RF,25.7,7.7,No,30098,,,,,,
20935985,RR,25.7,7.7,No,30098,,,,,,
8041734,LF,10.9,9.6,No,10917,,,,,,
8041734,LR,10.9,9.6,No,10917,,,,,,
8041734,RF,10.9,9.6,No,10917,,,,,,
8041734,RR,10.9,9.6,No,10917,,,,,,
19400596,LF,8.6,9.9,No,3102,,,,,,
19400596,LR,8.6,9.9,No,3102,,,,,,
19400596,RF,8.6,9.9,No,3102,,,,,,
19400596,RR,8.6,9.9,No,3102,,,,,,
15570915,LF,14.6,9.1,No,19905,,,,,,
15570915,LR,14.6,9.1,No,19905,,,,,,
15570915,RF,14.6,9.1,No,19905,,,,,,
15570915,RR,14.6,9.1,No,19905,,,,,,
1772968,LF,44.7,5.3,Yes,48809,,,,,,
1772968,LR,16.5,8.9,No,48809,,,,,,
1772968,RF,44.7,5.2,No,48809,,,,,,
1772968,RR,44.7,5.3,No,48809,,,,,,
18878385,LF,12.6,9.4,No,26690,,,,,,
18878385,LR,12.6,9.4,No,26690,,,,,,
18878385,RF,12.6,9.3,No,26690,,,,,,
18878385,RR,12.6,9.3,No,26690,,,,,,
16771876,LF,9.4,9.8,No,14574,,,,,,
16771876,LR,9.4,9.8,No,14574,,,,,,
16771876,RF,9.4,9.8,No,14574,,,,,,
16771876,RR,9.4,9.8,No,14574,,,,,,
9820937,LF,8.6,9.8,No,5657,,,,,,
9820937,LR,8.6,9.9,No,5657,,,,,,
9820937,RF,8.6,10.0,No,5657,,,,,,
9820937,RR,8.6,9.9,No,5657,,,,,,
10483244,LF,45.8,5.1,No,19062,,,,,,
10483244,LR,45.8,5.2,No,19062,,,,,,
10483244,RF,45.8,5.1,No,19062,,,,,,
10483244,RR,45.8,5.1,No,19062,,,,,,
10018899,LF,18.8,8.7,No,44650,,,,,,
10018899,LR,18.8,8.5,No,44650,,,,,,
10018899,RF,18.8,8.7,No,44650,,,,,,
10018899,RR,18.8,8.6,Yes,44650,,,,,,
8697765,LF,11.0,9.7,No,3420,,,,,,
8697765,LR,11.0,9.6,No,3420,,,,,,
8697765,RF,11.0,9.6,No,3420,,,,,,
8697765,RR,11.0,9.6,No,3420,,,,,,
7423858,LF,0.8,10.9,No,868,,,,,,
7423858,LR,0.8,10.9,No,868,,,,,,
7423858,RF,0.8,10.9,No,868,,,,,,
7423858,RR,0.8,11.0,No,868,,,,,,
16578564,LF,14.8,9.1,No,1855,,,,,,
16578564,LR,14.8,9.1,No,1855,,,,,,
16578564,RF,14.8,9.1,No,1855,,,,,,
16578564,RR,14.8,9.2,No,1855,,,,,,
1392898,LF,11.3,9.6,No,10087,,,,,,
1392898,LR,11.3,9.5,No,10087,,,,,,
1392898,RF,11.3,9.6,No,10087,,,,,,
1392898,RR,11.3,9.6,No,10087,,,,,,
18993114,LF,26.1,7.7,No,12744,,,,,,
18993114,LR,26.1,7.7,No,12744,,,,,,
18993114,RF,26.1,7.6,Yes,12744,,,,,,
18993114,RR,26.1,7.7,No,12744,,,,,,
14269710,LF,10.0,9.7,Yes,9386,,,,,,
14269710,LR,10.0,9.8,No,9386,,,,,,
14269710,RF,10.0,9.7,No,9386,,,,,,
14269710,RR,10.0,9.7,No,9386,,,,,,
20856502,LF,36.7,6.3,No,38770,,,,,,
20856502,LR,36.7,6.3,No,38770,,,,,,
20856502,RF,36.7,6.3,No,38770,,,,,,
20856502,RR,36.7,6.3,No,38770,,,,,,
21719674,LF,21.2,8.3,No,44563,,,,,,
21719674,LR,21.2,8.2,No,44563,,,,,,
21719674,RF,21.2,8.3,No,44563,,,,,,
21719674,RR,21.2,8.2,No,44563,,,,,,
19644765,LF,2.3,10.7,No,5110,,,,,,
19644765,LR,1.0,10.9,No,5110,,,,,,
19644765,RF,2.3,10.7,No,5110,,,,,,
19644765,RR,2.3,10.8,No,5110,,,,,,
13280078,LF,9.3,9.8,No,19962,,,,,,
13280078,LR,9.3,9.8,No,19962,,,,,,
13280078,RF,9.3,9.8,No,19962,,,,,,
13280078,RR,9.3,9.8,No,19962,,,,,,
20702421,LF,35.6,6.5,No,49328,,,,,,
20702421,LR,35.6,6.4,No,49328,,,,,,
20702421,RF,35.6,6.4,No,49328,,,,,,
20702421,RR,35.6,6.4,Yes,49328,,,,,,
13940012,LF,11.1,9.6,No,19217,,,,,,
13940012,LR,11.1,9.6,No,19217,,,,,,
13940012,RF,11.1,9.5,No,19217,,,,,,
13940012,RR,11.1,9.5,Yes,19217,,,,,,
7637338,LF,19.5,8.5,No,6917,,,,,,
7637338,LR,19.5,8.5,Yes,6917,,,,,,
7637338,RF,19.5,8.4,No,6917,,,,,,
7637338,RR,19.5,8.5,No,6917,,,,,,
10729517,LF,27.8,7.5,No,62099,,,,,,
10729517,LR,27.8,7.4,No,62099,,,,,,
10729517,RF,27.8,7.4,No,62099,,,,,,
10729517,RR,27.8,7.4,No,62099,,,,,,
6045188,LF,85.7,0.2,No,196008,,,,,,
6045188,LR,85.7,0.2,No,196008,,,,,,
6045188,RF,85.7,0.2,No,196008,,,,,,
6045188,RR,85.7,0.2,No,196008,,,,,,
8205938,LF,14.5,8.8,No,196,,,,,,
8205938,LR,14.5,8.9,No,196,,,,,,
8205938,RF,14.5,8.9,No,196,,,,,,
8205938,RR,14.5,8.9,No,196,,,,,,
2523138,LF,13.5,9.0,No,10768,,,,,,
2523138,LR,13.5,9.0,No,10768,,,,,,
2523138,RF,13.5,9.1,No,10768,,,,,,
2523138,RR,13.5,9.0,No,10768,,,,,,
2978357,LF,50.4,3.6,Yes,53580,,,,,,
2978357,LR,50.4,3.7,No,53580,,,,,,
2978357,RF,50.4,3.7,No,53580,,,,,,
2978357,RR,50.4,3.6,No,53580,,,,,,
11143213,LF,10.5,9.5,No,14411,,,,,,
11143213,LR,40.8,5.0,No,14411,,,,,,
11143213,RF,10.5,9.4,No,14411,,,,,,
11143213,RR,10.5,9.4,No,14411,,,,,,
15572312,LF,31.7,6.5,No,35212,,,,,,
15572312,LR,31.7,6.5,No,35212,,,,,,
15572312,RF,31.7,6.4,No,35212,,,,,,
15572312,RR,31.7,6.3,No,35212,,,,,,
11724752,LF,16.3,8.6,No,27143,,,,,,
11724752,LR,16.3,8.5,No,27143,,,,,,
11724752,RF,16.3,8.7,No,27143,,,,,,
11724752,RR,16.3,8.7,No,27143,,,,,,
21072545,LF,33.7,6.1,No,70580,,,,,,
21072545,LR,33.7,6.0,No,70580,,,,,,
21072545,RF,33.7,6.1,No,70580,,,,,,
21072545,RR,33.7,6.1,No,70580,,,,,,
7351773,LF,7.0,10.0,No,2085,,,,,,
7351773,LR,7.0,10.0,No,2085,,,,,,
7351773,RF,7.0,9.9,No,2085,,,,,,
7351773,RR,7.0,9.9,No,2085,,,,,,
12332888,LF,5.9,10.2,No,9818,,,,,,
12332888,LR,5.9,10.1,No,9818,,,,,,
12332888,RF,5.9,10.1,No,9818,,,,,,
12332888,RR,5.9,10.1,No,9818,,,,,,
7340210,LF,13.4,9.0,No,19452,,,,,,
7340210,LR,13.4,9.1,Yes,19452,,,,,,
7340210,RF,13.4,9.0,No,19452,,,,,,
7340210,RR,13.4,9.0,No,19452,,,,,,
17208642,LF,16.0,8.7,Yes,21689,,,,,,
17208642,LR,16.0,8.7,No,21689,,,,,,
17208642,RF,16.0,8.6,No,21689,,,,,,
17208642,RR,16.0,8.6,No,21689,,,,,,
4151259,LF,15.1,8.8,No,19345,,,,,,
4151259,LR,15.1,8.9,Yes,19345,,,,,,
4151259,RF,15.1,8.8,No,19345,,,,,,
4151259,RR,15.1,8.8,No,19345,,,,,,
4173069,LF,10.2,9.5,No,23314,,,,,,
4173069,LR,10.2,9.5,No,23314,,,,,,
4173069,RF,10.2,9.5,No,23314,,,,,,
4173069,RR,10.2,9.5,No,23314,,,,,,
8044120,LF,3.5,10.5,No,6807,,,,,,
8044120,LR,3.5,10.4,No,6807,,,,,,
8044120,RF,3.5,10.6,No,6807,,,,,,
8044120,RR,3.5,10.4,No,6807,,,,,,
12706333,LF,20.4,8.0,No,633,,,,,,
12706333,LR,20.4,8.0,No,633,,,,,,
12706333,RF,20.4,8.0,No,633,,,,,,
12706333,RR,20.4,8.0,No,633,,,,,,
5012843,LF,13.5,9.0,No,16772,,,,,,
5012843,LR,13.5,9.0,No,16772,,,,,,
5012843,RF,13.5,9.1,No,16772,,,,,,
5012843,RR,13.5,9.0,No,16772,,,,,,
11163543,LF,8.1,9.8,No,4499,,,,,,
11163543,LR,8.1,9.8,No,4499,,,,,,
11163543,RF,8.1,9.8,No,4499,,,,,,
11163543,RR,8.1,9.8,No,4499,,,,,,
9488071,LF,20.6,8.0,No,27552,,,,,,
9488071,LR,34.0,6.1,No,27552,,,,,,
9488071,RF,20.6,8.0,No,27552,,,,,,
9488071,RR,20.6,8.0,No,27552,,,,,,
8017392,LF,15.9,8.7,No,39220,,,,,,
8017392,LR,15.9,8.8,No,39220,,,,,,
8017392,RF,15.9,8.7,No,39220,,,,,,
8017392,RR,15.9,8.7,No,39220,,,,,,
15912358,LF,40.3,5.1,No,1395,,,,,,
15912358,LR,40.3,5.2,No,1395,,,,,,
15912358,RF,40.3,5.1,No,1395,,,,,,
15912358,RR,40.3,5.2,No,1395,,,,,,
2626340,LF,25.6,7.3,No,30900,,,,,,
2626340,LR,25.6,7.3,No,30900,,,,,,
2626340,RF,25.6,7.3,No,30900,,,,,,
2626340,RR,25.6,7.3,No,30900,,,,,,
3951716,LF,24.6,7.4,No,47821,,,,,,
3951716,LR,24.6,7.5,No,47821,,,,,,
3951716,RF,24.6,7.4,No,47821,,,,,,
3951716,RR,24.6,7.4,Yes,47821,,,,,,
11647789,LF,12.7,9.2,No,17820,,,,,,
11647789,LR,12.7,9.2,No,17820,,,,,,
11647789,RF,12.7,9.2,No,17820,,,,,,
11647789,RR,12.7,9.2,No,17820,,,,,,
10106679,LF,4.6,10.4,No,3467,,,,,,
10106679,LR,4.6,10.4,No,3467,,,,,,
10106679,RF,4.6,10.3,No,3467,,,,,,
10106679,RR,4.6,10.4,No,3467,,,,,,
9128450,LF,15.0,8.8,No,26614,,,,,,
9128450,LR,15.0,8.9,No,26614,,,,,,
9128450,RF,15.0,8.8,No,26614,,,,,,
9128450,RR,15.0,8.9,No,26614,,,,,,
15990385,LF,14.2,8.9,No,20461,,,,,,
15990385,LR,14.2,8.9,No,20461,,,,,,
15990385,RF,14.2,9.0,No,20461,,,,,,
15990385,RR,14.2,8.9,No,20461,,,,,,
16929823,LF,22.2,7.7,No,20047,,,,,,
16929823,LR,22.2,7.7,No,20047,,,,,,
16929823,RF,22.2,7.7,No,20047,,,,,,
16929823,RR,22.2,7.8,No,20047,,,,,,
15759920,LF,18.0,8.4,No,37443,,,,,,
15759920,LR,5.1,10.3,No,37443,,,,,,
15759920,RF,18.0,8.4,No,37443,,,,,,
15759920,RR,18.0,8.3,No,37443,,,,,,
21237940,LF,30.0,6.6,No,6970,,,,,,
21237940,LR,30.0,6.6,No,6970,,,,,,
21237940,RF,30.0,6.6,No,6970,,,,,,
21237940,RR,30.0,6.6,No,6970,,,,,,
19766504,LF,8.2,9.8,No,8961,,,,,,
19766504,LR,8.2,9.8,No,8961,,,,,,
19766504,RF,8.2,9.8,No,8961,,,,,,
19766504,RR,8.2,9.8,No,8961,,,,,,
4807153,LF,22.5,7.7,No,32174,,,,,,
4807153,LR,22.5,7.7,No,32174,,,,,,
4807153,RF,22.5,7.7,No,32174,,,,,,
4807153,RR,22.5,7.7,No,32174,,,,,,
13412916,LF,33.1,6.2,No,73631,,,,,,
13412916,LR,33.1,6.2,No,73631,,,,,,
13412916,RF,33.1,6.2,No,73631,,,,,,
13412916,RR,33.1,6.2,Yes,73631,,,,,,
12825764,LF,34.7,5.9,No,29740,,,,,,
12825764,LR,34.7,5.9,No,29740,,,,,,
12825764,RF,34.7,5.9,No,29740,,,,,,
12825764,RR,34.7,5.9,Yes,29740,,,,,,
21109466,LF,11.9,9.2,No,7462,,,,,,
21109466,LR,11.9,9.3,No,7462,,,,,,
21109466,RF,11.9,9.3,No,7462,,,,,,
21109466,RR,11.9,9.3,No,7462,,,,,,
9410671,LF,21.4,7.9,No,46094,,,,,,
9410671,LR,21.4,7.9,No,46094,,,,,,
9410671,RF,21.4,7.9,No,46094,,,,,,
9410671,RR,21.4,7.9,No,46094,,,,,,
13099817,LF,9.2,9.7,No,1861,,,,,,
13099817,LR,9.2,9.7,No,1861,,,,,,
13099817,RF,9.2,9.6,No,1861,,,,,,
13099817,RR,9.2,9.6,No,1861,,,,,,
6732237,LF,23.4,7.5,No,11989,,,,,,
6732237,LR,23.4,7.6,No,11989,,,,,,
6732237,RF,23.4,7.6,No,11989,,,,,,
6732237,RR,23.4,7.6,No,11989,,,,,,
15549193,LF,8.7,9.7,No,19424,,,,,,
15549193,LR,8.7,9.8,No,19424,,,,,,
15549193,RF,8.7,9.7,No,19424,,,,,,
15549193,RR,8.7,9.8,No,19424,,,,,,
13885172,LF,28.2,6.9,No,3410,,,,,,
13885172,LR,28.2,6.9,No,3410,,,,,,
13885172,RF,28.2,6.9,No,3410,,,,,,
13885172,RR,28.2,6.9,No,3410,,,,,,
16304099,LF,15.8,8.7,No,29536,,,,,,
16304099,LR,15.8,8.7,No,29536,,,,,,
16304099,RF,15.8,8.7,No,29536,,,,,,
16304099,RR,15.8,8.8,No,29536,,,,,,
7544360,LF,3.6,10.5,No,2862,,,,,,
7544360,LR,3.6,10.4,No,2862,,,,,,
7544360,RF,3.6,10.4,No,2862,,,,,,
7544360,RR,3.6,10.6,No,2862,,,,,,
15372592,LF,12.0,9.2,No,1848,,,,,,
15372592,LR,29.9,6.7,No,1848,,,,,,
15372592,RF,12.0,9.2,No,1848,,,,,,
15372592,RR,12.0,9.2,No,1848,,,,,,
12646895,LF,6.1,10.1,No,13380,,,,,,
12646895,LR,6.1,10.1,No,13380,,,,,,
12646895,RF,6.1,10.1,No,13380,,,,,,
12646895,RR,6.1,10.1,No,13380,,,,,,
21024547,LF,20.0,8.1,No,42715,,,,,,
21024547,LR,20.0,8.1,No,42715,,,,,,
21024547,RF,20.0,8.2,No,42715,,,,,,
21024547,RR,20.0,8.1,No,42715,,,,,,
6160736,LF,8.7,9.7,No,4764,,,,,,
6160736,LR,8.7,9.8,No,4764,,,,,,
6160736,RF,8.7,9.8,No,4764,,,,,,
6160736,RR,8.7,9.7,No,4764,,,,,,
8062844,LF,23.3,7.6,No,9078,,,,,,
8062844,LR,23.3,7.6,No,9078,,,,,,
8062844,RF,23.3,7.6,No,9078,,,,,,
8062844,RR,23.3,7.7,No,9078,,,,,,
11701940,LF,8.7,9.7,No,8315,,,,,,
11701940,LR,8.7,9.7,No,8315,,,,,,
11701940,RF,8.7,9.8,No,8315,,,,,,
11701940,RR,8.7,9.8,No,8315,,,,,,
945923,LF,62.7,1.9,No,84377,,,,,,
945923,LR,62.7,1.9,No,84377,,,,,,
945923,RF,62.7,2.0,No,84377,,,,,,
945923,RR,62.7,1.8,No,84377,,,,,,
17703035,LF,13.4,9.0,No,13404,,,,,,
17703035,LR,13.4,9.0,No,13404,,,,,,
17703035,RF,13.4,9.0,No,13404,,,,,,
17703035,RR,13.4,9.1,No,13404,,,,,,
3171141,LF,10.0,9.5,No,3602,,,,,,
3171141,LR,10.0,9.5,No,3602,,,,,,
3171141,RF,10.0,9.5,No,3602,,,,,,
3171141,RR,10.0,9.5,No,3602,,,,,,
4802730,LF,11.2,9.4,No,13769,,,,,,
4802730,LR,11.2,9.4,No,13769,,,,,,
4802730,RF,11.2,9.4,No,13769,,,,,,
4802730,RR,11.2,9.4,No,13769,,,,,,
17626007,LF,21.6,7.8,No,40888,,,,,,
17626007,LR,17.9,8.4,No,40888,,,,,,
17626007,RF,21.6,7.8,No,40888,,,,,,
17626007,RR,21.6,7.9,No,40888,,,,,,
14549234,LF,23.8,7.6,No,15634,,,,,,
14549234,LR,23.8,7.5,No,15634,,,,,,
14549234,RF,23.8,7.5,No,15634,,,,,,
14549234,RR,23.8,7.5,No,15634,,,,,,
15752259,LF,24.0,7.5,No,31696,,,,,,
15752259,LR,24.0,7.5,No,31696,,,,,,
15752259,RF,24.0,7.5,No,31696,,,,,,
15752259,RR,24.0,7.6,No,31696,,,,,,
16976570,LF,37.9,5.5,No,85004,,,,,,
16976570,LR,37.9,5.5,No,85004,,,,,,
16976570,RF,37.9,5.5,No,85004,,,,,,
16976570,RR,37.9,5.5,No,85004,,,,,,
13527490,LF,61.8,2.0,No,57961,,,,,,
13527490,LR,61.8,2.0,No,57961,,,,,,
13527490,RF,61.8,2.0,No,57961,,,,,,
13527490,RR,61.8,2.0,No,57961,,,,,,
17548620,LF,0.5,10.9,No,605,,,,,,
17548620,LR,0.5,10.9,No,605,,,,,,
17548620,RF,0.5,11.0,No,605,,,,,,
17548620,RR,0.5,10.9,No,605,,,,,,
1378454,LF,6.5,10.1,No,12585,,,,,,
1378454,LR,6.5,10.1,No,12585,,,,,,
1378454,RF,6.5,10.1,No,12585,,,,,,
1378454,RR,6.5,10.1,No,12585,,,,,,
6340536,LF,14.5,8.9,No,11536,,,,,,
6340536,LR,14.5,9.0,No,11536,,,,,,
6340536,RF,14.5,8.9,No,11536,,,,,,
6340536,RR,14.5,8.9,No,11536,,,,,,
9383057,LF,6.8,10.0,No,15142,,,,,,
9383057,LR,6.8,10.0,No,15142,,,,,,
9383057,RF,6.8,9.9,No,15142,,,,,,
9383057,RR,6.8,9.9,No,15142,,,,,,
2558491,LF,16.4,8.6,No,40791,,,,,,
2558491,LR,16.4,8.6,No,40791,,,,,,
2558491,RF,16.4,8.6,No,40791,,,,,,
2558491,RR,16.4,8.6,No,40791,,,,,,
7873977,LF,3.9,10.4,No,2116,,,,,,
7873977,LR,3.9,10.4,No,2116,,,,,,
7873977,RF,3.9,10.5,No,2116,,,,,,
7873977,RR,3.9,10.4,No,2116,,,,,,
11315191,LF,31.1,6.4,No,45517,,,,,,
11315191,LR,31.1,6.5,No,45517,,,,,,
11315191,RF,31.1,6.4,No,45517,,,,,,
11315191,RR,31.1,6.5,No,45517,,,,,,
